latitude,longitude,datetime,ros_observed,spread_direction,confidence,brightness_k,region,temp_c,rh_percent,wind_speed_ms,wind_dir,slope_deg,slope_pct,aspect_deg,landcover_code,fuel_model_code,ros_rothermel,phi_w,phi_s,phi_eff,beta,beta_opt,beta_ratio,gamma,eta_M,eta_S,I_R_kW_m2,xi,tau_min,ndvi,ndwi,lst_c,dfmc_percent,vpd_kpa,w_total_kg_m2,w_dead_kg_m2,w_live_kg_m2,delta_m,sigma_m2_m3,mx_percent,h_dead_kj_kg,ndvi_origin,ndwi_origin,lst_c_origin,delta_ros
-26.09523,29.19678,2021-04-25T23:01:00,0.15685684528656213,344.8910399507412,n,298.81,south_africa,19.158288574218773,42.327459633382524,0.30631808286724277,192.61621218911887,1.3099164802650816,2.286633962736139,190.182486339775,30,AF_GRASSLAND_FERTILE,1.3465913336409459,0.10392932077872563,0.017026831519848486,0.12095615229857412,0.0023170731707317068,0.004227783538148697,0.5480586103389601,15.673798229939608,0.3344703023699411,0.4173969279093913,643.4784045573801,0.06006092026596609,0.11081948089822104,0.22,-0.034,29.158288574218773,24.884517607107846,1.2798614141881102,0.95,0.45,0.5,0.8,11368.42105263158,18,18600,estimated_from_region,estimated_from_region,approx_temp_c_plus_10,-1.1897344883543837
-26.03793,29.15659,2021-04-25T23:01:00,0.29022601596081476,16.222150871539302,n,312.98,south_africa,19.158288574218773,42.327459633382524,0.30631808286724277,192.61621218911887,1.3859053745492877,2.4193330507775683,221.93981155564333,30,AF_GRASSLAND_FERTILE,1.3490342272115374,0.10392932077872563,0.019060393231522768,0.1229897140102484,0.0023170731707317068,0.004227783538148697,0.5480586103389601,15.673798229939608,0.3344703023699411,0.4173969279093913,643.4784045573801,0.06006092026596609,0.11081948089822104,0.22,-0.034,29.158288574218773,24.884517607107846,1.2798614141881102,0.95,0.45,0.5,0.8,11368.42105263158,18,18600,estimated_from_region,estimated_from_region,approx_temp_c_plus_10,-1.0588082112507227
-26.09869,29.19606,2021-04-25T23:01:00,0.149394645748208,217.41988687985662,n,306.51,south_africa,19.158288574218773,42.327459633382524,0.30631808286724277,192.61621218911887,1.0398161380861273,1.8150207905735016,318.07496659571535,30,AF_GRASSLAND_FERTILE,1.3390241764085506,0.10392932077872563,0.010727629049764813,0.11465694982849045,0.0023170731707317068,0.004227783538148697,0.5480586103389601,15.673798229939608,0.3344703023699411,0.4173969279093913,643.4784045573801,0.06006092026596609,0.11081948089822104,0.22,-0.034,29.158288574218773,24.884517607107846,1.2798614141881102,0.95,0.45,0.5,0.8,11368.42105263158,18,18600,estimated_from_region,estimated_from_region,approx_temp_c_plus_10,-1.1896295306603426
-26.0411,29.2149,2021-04-26T08:11:00,0.8393816545886466,163.1245770434419,47,312.7,south_africa,19.158288574218773,42.327459633382524,0.30631808286724277,192.61621218911887,2.3714579727924865,4.141340098869108,257.45065930886506,30,AF_GRASSLAND_FERTILE,1.3932290153355782,0.10392932077872563,0.05584989158157323,0.15977921236029885,0.0023170731707317068,0.004227783538148697,0.5480586103389601,15.673798229939608,0.3344703023699411,0.4173969279093913,643.4784045573801,0.06006092026596609,0.11081948089822104,0.22,-0.034,29.158288574218773,24.884517607107846,1.2798614141881102,0.95,0.45,0.5,0.8,11368.42105263158,18,18600,estimated_from_region,estimated_from_region,approx_temp_c_plus_10,-0.5538473607469316
-26.09862,29.19651,2021-04-27T22:23:00,0.20026474904978994,192.80391247038764,n,305.55,south_africa,19.158288574218773,42.327459633382524,0.30631808286724277,192.61621218911887,0.0,0.0,0.0,30,AF_GRASSLAND_FERTILE,1.3261372028375449,0.10392932077872563,0.0,0.10392932077872563,0.0023170731707317068,0.004227783538148697,0.5480586103389601,15.673798229939608,0.3344703023699411,0.4173969279093913,643.4784045573801,0.06006092026596609,0.11081948089822104,0.22,-0.034,29.158288574218773,24.884517607107846,1.2798614141881102,0.95,0.45,0.5,0.8,11368.42105263158,18,18600,estimated_from_region,estimated_from_region,approx_temp_c_plus_10,-1.125872453787755
-26.04457,29.15357,2021-04-27T22:23:00,0.40757105380418623,190.10845693643597,n,302.71,south_africa,19.158288574218773,42.327459633382524,0.30631808286724277,192.61621218911887,2.9170591808207536,5.095632208898426,346.2319384719658,30,AF_GRASSLAND_FERTILE,1.4277115121190662,0.10392932077872563,0.08455449256215025,0.18848381334087588,0.0023170731707317068,0.004227783538148697,0.5480586103389601,15.673798229939608,0.3344703023699411,0.4173969279093913,643.4784045573801,0.06006092026596609,0.11081948089822104,0.22,-0.034,29.158288574218773,24.884517607107846,1.2798614141881102,0.95,0.45,0.5,0.8,11368.42105263158,18,18600,estimated_from_region,estimated_from_region,approx_temp_c_plus_10,-1.0201404583148799
-25.9993,29.2565,2021-04-28T12:21:00,3.169018540319675,115.96568155981,64,324.8,south_africa,19.158288574218773,42.327459633382524,0.30631808286724277,192.61621218911887,4.201177320384237,7.345606855190718,217.25380761536542,40,AF_CEREALES,5.770490511902908e-16,0.012048472200165694,0.08210292103720217,0.09415139323736786,0.02926829268292683,0.00336918194230768,8.68706207741333,6.447509592602077,4.440892098500626e-16,0.4173969279093913,5.071868802413495e-13,0.3091523399750953,0.08398950131233596,0.22,-0.034,29.158288574218773,24.884517607107846,1.2798614141881102,1.5,1.5,0.0,0.1,15000.0,18,17000,estimated_from_region,estimated_from_region,approx_temp_c_plus_10,3.1690185403196747
-25.998,29.2616,2021-04-28T12:21:00,1.3384406459775418,102.49445955605553,77,323.9,south_africa,19.158288574218773,42.327459633382524,0.30631808286724277,192.61621218911887,13.453642296941103,23.92231960929101,4.846706760263999,30,AF_GRASSLAND_FERTILE,3.5648289918512606,0.10392932077872563,1.8635760317943277,1.9675053525730535,0.0023170731707317068,0.004227783538148697,0.5480586103389601,15.673798229939608,0.3344703023699411,0.4173969279093913,643.4784045573801,0.06006092026596609,0.11081948089822104,0.22,-0.034,29.158288574218773,24.884517607107846,1.2798614141881102,0.95,0.45,0.5,0.8,11368.42105263158,18,18600,estimated_from_region,estimated_from_region,approx_temp_c_plus_10,-2.226388345873719
-26.04163,29.15542,2021-04-28T12:30:00,0.16446493196069198,265.887514608647,n,340.35,south_africa,19.158288574218773,42.327459633382524,0.30631808286724277,192.61621218911887,0.8072366475692179,1.4089869626224887,163.32747392624196,30,AF_GRASSLAND_FERTILE,1.3339032795973176,0.10392932077872563,0.006464790991601256,0.11039411177032689,0.0023170731707317068,0.004227783538148697,0.5480586103389601,15.673798229939608,0.3344703023699411,0.4173969279093913,643.4784045573801,0.06006092026596609,0.11081948089822104,0.22,-0.034,29.158288574218773,24.884517607107846,1.2798614141881102,0.95,0.45,0.5,0.8,11368.42105263158,18,18600,estimated_from_region,estimated_from_region,approx_temp_c_plus_10,-1.1694383476366257
-26.28344,28.16368,2021-04-01T23:51:00,1.7457963463164847,83.4283082454379,n,295.27,south_africa,19.158288574218773,42.327459633382524,0.30631808286724277,192.61621218911887,1.6412881870428886,2.8653720886617484,99.05281570618615,30,AF_GRASSLAND_FERTILE,1.358255298100899,0.10392932077872563,0.026736379171714345,0.13066569995043997,0.0023170731707317068,0.004227783538148697,0.5480586103389601,15.673798229939608,0.3344703023699411,0.4173969279093913,643.4784045573801,0.06006092026596609,0.11081948089822104,0.22,-0.034,29.158288574218773,24.884517607107846,1.2798614141881102,0.95,0.45,0.5,0.8,11368.42105263158,18,18600,estimated_from_region,estimated_from_region,approx_temp_c_plus_10,0.38754104821558566
